Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
clostridium septicum;594669;['Bacterium', 'Species'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675516"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1674735"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
bacteroides caccae;4678901;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936972"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936962"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17283189"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 17283189;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
bacteroides ovatus;4678856;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936968"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936958"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17283189"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 17283189;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
parabacteroides merdae;4678781;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936974"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936965"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17283189"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 17283189;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
bacteroides stercoris;4678707;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936034"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936964"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17283189"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 17283189;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
prevotella oralis;4678677;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675714"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675048"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20585132"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 20585132;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
bacteroides vulgatus;4678591;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936971"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL936961"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17283189"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 17283189;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
bacteroides uniformis;4678570;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673762"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673763"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";proflox;426295;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];350;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C104727"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12469694"")";;upper respiratory infections;1267790;['Disease or Syndrome'];22,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771;CTD;curated database, 4;Comparative Toxicogenomics Database, Prescrire international;Not available, 12469694
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20478383"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;Pharmacological research;20478383
proteus mirabilis;943113;['Bacterium', 'Species'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1262768"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL764043"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18180352"")";nitrofurantoin;655883;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];1574;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13412074"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Journal of medicinal chemistry;Not available, Not available, 18180352, 7310807;Euretos;4;Antibiotic medicine & clinical therapy (New York, NY);13412074
clostridium septicum;594669;['Bacterium', 'Species'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675516"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1285150"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771, 18955522;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
bacteroides caccae;4678901;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673772"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673771"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
bacteroides ovatus;4678856;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1029471"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281766"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 17938185;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
parabacteroides merdae;4678781;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1061765"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281774"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18070958;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
bacteroides stercoris;4678707;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282839"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281762"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18955522;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
prevotella oralis;4678677;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1660864"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675714"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20585132"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 20585132, 19223615;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
bacteroides vulgatus;4678591;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282837"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281769"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18955522;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
bacteroides uniformis;4678570;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673762"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673763"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
collinsella aerofaciens;4676302;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1265034"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20100877"")";;metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18396247"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 20100877;Euretos;4;The American journal of geriatric pharmacotherapy;18396247
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12121936"")";;;fluoroquinolones;966357;['Organic Chemical', 'Pharmacologic Substance'];2091;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8148733"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;12121936;Euretos;4;BMJ (Clinical research ed.);8148733
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6360068"")";;;oxygen;721476;['Chemical Viewed Structurally', 'Pharmacologic Substance', 'Element, Ion, or Isotope'];19286;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12236559"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Archives of microbiology;6360068;Euretos;4;Infection;12236559
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/107050"")";;;vaccines;719538;['Pharmacologic Substance', 'Immunologic Factor'];8015;treats, is associated with, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20726264"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24440991"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21865715"")";upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Folia biologica;107050;Euretos, Euretos, Euretos;4, 4, 4;Zhongguo yi miao he mian yi, Experimental gerontology, Advances in oto-rhino-laryngology;20726264, 24440991, 21865715
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4554111"")";;;cephalosporin antibacterial [epc];2331624;['Organic Chemical', 'Pharmacologic Substance', 'Antibiotic'];1984;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7227625"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;The Journal of infectious diseases;4554111;Euretos;4;The Journal of international medical research;7227625
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11853149"")";;;vaccines;719538;['Pharmacologic Substance', 'Immunologic Factor'];8015;treats, is associated with, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20726264"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24440991"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21865715"")";upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;The Journal of veterinary medical science;11853149;Euretos, Euretos, Euretos;4, 4, 4;Zhongguo yi miao he mian yi, Experimental gerontology, Advances in oto-rhino-laryngology;20726264, 24440991, 21865715
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1201512"")";;;glucans;637318;['Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];2439;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24149590"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;1201512;Euretos;4;Journal of sports science & medicine;24149590
bifidobacterium animalis;3674721;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26883620"")";;;bans;1163273;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];615;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17659765"")";;;upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Journal of microbiological methods;26883620;Euretos;4;The Science of the total environment;17659765
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20224419"")";;;vaccines;719538;['Pharmacologic Substance', 'Immunologic Factor'];8015;treats, is associated with, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20726264"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24440991"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21865715"")";upper respiratory infections;1267790;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Journal of acquired immune deficiency syndromes (1999);20224419;Euretos, Euretos, Euretos;4, 4, 4;Zhongguo yi miao he mian yi, Experimental gerontology, Advances in oto-rhino-laryngology;20726264, 24440991, 21865715
clostridium septicum;594669;['Bacterium', 'Species'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675516"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1285150"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771, 18955522;Euretos;4;Lancet (London, England);62987
bacteroides caccae;4678901;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673772"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1673771"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18625771"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed;curated database, curated database, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy;Not available, Not available, 18625771;Euretos;4;Lancet (London, England);62987
bacteroides ovatus;4678856;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1029471"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281766"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 17938185;Euretos;4;Lancet (London, England);62987
parabacteroides merdae;4678781;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1061765"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281774"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18070958;Euretos;4;Lancet (London, England);62987
bacteroides stercoris;4678707;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282839"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281762"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18955522;Euretos;4;Lancet (London, England);62987
prevotella oralis;4678677;['Bacterium'];inhibits, interacts with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1660864"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1675714"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20585132"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 20585132, 19223615;Euretos;4;Lancet (London, England);62987
bacteroides vulgatus;4678591;['Bacterium'];interacts with, inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282837"")";"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1281769"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18474575"")";metronidazole;514309;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];3997;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/62987"")";;;enterocolitis;302466;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Chembl, Chembl, Pubmed, Pubmed;curated database, curated database, 4, 4;chemblactivities, chemblactivities, Antimicrobial agents and chemotherapy, Antimicrobial agents and chemotherapy;Not available, Not available, 18474575, 18955522;Euretos;4;Lancet (London, England);62987
