accessionID,lat_long,taxonomyID,fromGenebankID,germplasmStatus,collectionDate
EA01749,"N520517,E543943",4081,T 548/79,cultivated,13/10/2015
EA01750,"N520517,E543943",4081,T 549/79,cultivated,13/10/2015
EA01751,"N520517,E543943",4081,T 720/81,cultivated,13/10/2015
EA01752,"N520517,E543943",4081,T 747/82,cultivated,13/10/2015
EA01753,"N520517,E543943",4081,T 749/81,cultivated,13/10/2015
EA01754,"N520517,E543943",4081,T 750/81,cultivated,13/10/2015
EA01755,"N520517,E543943",4081,T 751/81,cultivated,13/10/2015
EA01756,"N520517,E543943",4081,T 752/81,cultivated,13/10/2015
EA01757,"N520517,E543943",4081,T 753/82,cultivated,13/10/2015
EA01758,"N520517,E543943",4081,T 762/82,cultivated,13/10/2015
EA01759,"N520517,E543943",4081,T 763/82,cultivated,13/10/2015
EA01760,"N520517,E543943",4081,T 764/82,cultivated,13/10/2015
EA01761,"N520517,E543943",4081,T 765/82,cultivated,13/10/2015
EA01762,"N520517,E543943",4081,T 848/83,cultivated,13/10/2015
EA01763,"N520517,E543943",4081,T 861/83,cultivated,13/10/2015
EA01764,"N520517,E543943",4081,T 862/83,cultivated,13/10/2015
EA01765,"N520517,E543943",4081,T 863/83,cultivated,13/10/2015
EA01766,"N520517,E543943",4081,T 864/85,cultivated,13/10/2015
EA01767,"N520517,E543943",4081,T 906/86,cultivated,13/10/2015
EA01768,"N520517,E543943",4081,T 907/85,cultivated,13/10/2015
EA01769,"N520517,E543943",4081,T 908/85,cultivated,13/10/2015
EA01770,"N520517,E543943",4081,T 909/85,cultivated,13/10/2015
EA01771,"N520517,E543943",4081,T 910/88,cultivated,13/10/2015
EA01772,"N520517,E543943",4081,T 911/86,cultivated,13/10/2015
EA01773,"N520517,E543943",4081,T 912/86,cultivated,13/10/2015
EA01774,"N520517,E543943",4081,T 913/85,cultivated,13/10/2015
EA01775,"N520517,E543943",4081,T 923/85,cultivated,13/10/2015
EA01776,"N520517,E543943",4081,T 924/85,cultivated,13/10/2015
EA01777,"N520517,E543943",4081,T 925/86,cultivated,13/10/2015
EA01778,"N520517,E543943",4081,T 926/85,cultivated,13/10/2015
EA01779,"N520517,E543943",4081,T 932/85,cultivated,13/10/2015
EA01780,"N520517,E543943",4081,T 940/85,cultivated,13/10/2015
EA01781,"N520517,E543943",4081,T 941/85,cultivated,13/10/2015
EA01782,"N520517,E543943",4081,T 954/86,cultivated,13/10/2015
EA01783,"N520517,E543943",4081,T 955/88,cultivated,13/10/2015
EA01784,"N520517,E543943",4081,T 956/86,cultivated,13/10/2015
EA01785,"N520517,E543943",4081,T 982/88,cultivated,13/10/2015
EA01786,"N520517,E543943",4081,T 983/86,cultivated,13/10/2015
EA01787,"N520517,E543943",4081,T 984/86,cultivated,13/10/2015
EA01788,"N520517,E543943",4081,T 985/85,cultivated,13/10/2015
EA01789,"N520517,E543943",4081,T 1003/89,cultivated,13/10/2015
EA01790,"N520517,E543943",4081,T 1025/91,cultivated,13/10/2015
EA01791,"N520517,E543943",4081,T 1074/88,cultivated,13/10/2015
EA01792,"N520517,E543943",4081,T 1075/88,cultivated,13/10/2015
EA01793,"N520517,E543943",4081,T 1076/88,cultivated,13/10/2015
EA01794,"N520517,E543943",4081,T 1077/88,cultivated,13/10/2015
EA01795,"N520517,E543943",4081,T 1078/91,cultivated,13/10/2015
EA01796,"N520517,E543943",4081,T 1114/89,cultivated,13/10/2015
EA01797,"N520517,E543943",4081,T 1115/89,cultivated,13/10/2015
EA01798,"N520517,E543943",4081,T 1116/93,cultivated,13/10/2015
EA01799,"N520517,E543943",4081,T 1117/90,cultivated,13/10/2015
EA01800,"N520517,E543943",4081,T 1118/89,cultivated,13/10/2015
EA01801,"N520517,E543943",4081,T 1119/89,cultivated,13/10/2015
EA01802,"N520517,E543943",4081,T 1120/89,cultivated,13/10/2015
EA01803,"N520517,E543943",4081,T 1121/91,cultivated,13/10/2015
EA01804,"N520517,E543943",4081,T 1122/89,cultivated,13/10/2015
EA01805,"N520517,E543943",4081,T 1123/89,cultivated,13/10/2015
EA01806,"N520517,E543943",4081,T 1136/89,cultivated,13/10/2015
EA01807,"N520517,E543943",4081,T 1168/90,cultivated,13/10/2015
EA01808,"N520517,E543943",4081,T 1169/91,cultivated,13/10/2015
EA01809,"N520517,E543943",4081,T 1172/90,cultivated,13/10/2015
EA01810,"N520517,E543943",4081,T 1173/90,cultivated,13/10/2015
EA01811,"N520517,E543943",4081,T 1174/90,cultivated,13/10/2015
EA01812,"N520517,E543943",4081,T 1176/90,cultivated,13/10/2015
EA01813,"N520517,E543943",4081,T 1214/91,cultivated,13/10/2015
EA01814,"N520517,E543943",4081,T 1215/91,cultivated,13/10/2015
EA01815,"N520517,E543943",4081,T 1283/92,cultivated,13/10/2015
EA01816,"N520517,E543943",4081,T 1284/92,cultivated,13/10/2015
EA01817,"N520517,E543943",4081,T 1285/92,cultivated,13/10/2015
EA01818,"N520517,E543943",4081,T 1355/94,cultivated,13/10/2015
EA01819,"N520517,E543943",4081,T 1357/95,cultivated,13/10/2015
EA01820,"N520517,E543943",4081,T 1358/95,cultivated,13/10/2015
EA01821,"N520517,E543943",4081,T 1376/94,cultivated,13/10/2015
EA01822,"N520517,E543943",4081,T 1377/95,cultivated,13/10/2015
EA01823,"N520517,E543943",4081,T 1378/94,cultivated,13/10/2015
EA01824,"N520517,E543943",4081,T 1379/94,cultivated,13/10/2015
EA01825,"N520517,E543943",4081,T 1381/94,cultivated,13/10/2015
EA01826,"N520517,E543943",4081,T 1618/95,cultivated,13/10/2015
EA01827,"N520517,E543943",4081,T 1690/95,cultivated,13/10/2015
EA01828,"N520517,E543943",4081,T 1691/95,cultivated,13/10/2015
EA01829,"N520517,E543943",4081,T 1692/98,cultivated,13/10/2015
EA01830,"N520517,E543943",4081,T 1693/98,cultivated,13/10/2015
EA01831,"N520517,E543943",4081,T 1695/98,cultivated,13/10/2015
EA01832,"N520517,E543943",4081,T 1696/95,cultivated,13/10/2015
EA01833,"N520517,E543943",4081,T 1697/95,cultivated,13/10/2015
EA01834,"N520517,E543943",4081,T 1708/95,cultivated,13/10/2015
EA01835,"N520517,E543943",4081,V710092,cultivated,1905-06-24
EA01836,"N520517,E543943",4081,V710036,cultivated,1905-06-20
EA01837,"N520517,E543943",4081,V710077,cultivated,1905-06-14
EA01838,"N520517,E543943",4081,V710072,cultivated,1905-06-14
EA01839,"N520517,E543943",4081,V710073,cultivated,1905-06-14
EA01840,"N520517,E543943",4081,V710115,cultivated,1905-06-26
EA01841,"N520517,E543943",4081,V710137,cultivated,1905-06-26
EA01842,"N520517,E543943",4081,V710168,cultivated,1905-06-25
EA01843,"N520517,E543943",4081,V710037,cultivated,1905-06-14
EA01844,"N520517,E543943",4081,V710038,cultivated,1905-06-17
EA01845,"N520517,E543943",4081,V710093,cultivated,1905-06-24
EA01846,"N520517,E543943",4081,V710098,cultivated,1905-06-24
EA01847,"N520517,E543943",4081,V710151,cultivated,1905-06-26
EA01848,"N520517,E543943",4081,V710150,cultivated,1905-06-26
EA01849,"N520517,E543943",4081,V710135,cultivated,1905-06-26
EA01850,"N520517,E543943",4081,V710053,cultivated,1905-05-30
EA01851,"N520517,E543943",4081,V710111,cultivated,1905-06-19
EA01852,"N520517,E543943",4081,V710051,cultivated,1905-06-26
EA01853,"N520517,E543943",4081,V710094,cultivated,1905-06-24
EA01854,"N520517,E543943",4081,PC711092,cultivated,1905-06-24
EA01855,"N520517,E543943",4081,LA0103 ,wild,1948-12-12
EA01856,"N520517,E543943",4081,LA1274 ,wild,1970-10-06
EA01857,"N520517,E543943",4081,LA1336 ,wild,1970-11-13
EA01858,"N520517,E543943",4081,LA1346 ,wild,1970-04-12
EA01859,"N520517,E543943",4081,LA1360 ,wild,1970-09-12
EA01860,"N520517,E543943",4081,LA1365 ,wild,1970-10-12
EA01861,"N520517,E543943",4081,LA1367 ,wild,1970-12-18
EA01862,"N520517,E543943",4081,LA1656 ,wild,13/10/2015
EA01863,"N520517,E543943",4081,LA1689 ,wild,1976-05-02
EA01864,"N520517,E543943",4081,LA1923 ,wild,1979-01-18
EA01865,"N520517,E543943",4081,LA1924 ,wild,1979-01-18
EA01866,"N520517,E543943",4081,LA1958 ,wild,1979-01-25
EA01867,"N520517,E543943",4081,LA1964 ,wild,1979-01-27
EA01868,"N520517,E543943",4081,LA1967 ,wild,1979-01-27
EA01869,"N520517,E543943",4081,LA1974 ,wild,1979-07-01
EA01870,"N520517,E543943",4081,LA2097 ,wild,1980-08-08
EA01871,"N520517,E543943",4081,LA2102 ,wild,13/10/2015
EA01872,"N520517,E543943",4081,LA2120 ,wild,13/10/2015
EA01873,"N520517,E543943",4081,LA2134 ,wild,1980-08-21
EA01874,"N520517,E543943",4081,LA2166 ,wild,1980-07-09
EA01875,"N520517,E543943",4081,LA2173 ,wild,13/10/2015
EA01876,"N520517,E543943",4081,LA2181 ,wild,13/10/2015
EA01877,"N520517,E543943",4081,LA2183 ,wild,1980-09-16
EA01878,"N520517,E543943",4081,LA2188 ,wild,13/10/2015
EA01879,"N520517,E543943",4081,LA2335 ,wild,13/10/2015
EA01880,"N520517,E543943",4081,LA2345 ,wild,13/10/2015
EA01881,"N520517,E543943",4081,LA2348 ,wild,13/10/2015
EA01882,"N520517,E543943",4081,LA2401 ,wild,1982-06-07
EA01883,"N520517,E543943",4081,LA2407 ,wild,1982-11-03
EA01884,"N520517,E543943",4081,LA2408 ,wild,1982-11-03
EA01885,"N520517,E543943",4081,LA2533 ,wild,1982-07-11
EA01886,"N520517,E543943",4081,LA2663 ,wild,1984-10-24
EA01887,"N520517,E543943",4081,LA2682 ,wild,1984-03-11
EA01888,"N520517,E543943",4081,LA2788 ,wild,1986-04-28
EA01889,"N520517,E543943",4081,LA2852 ,wild,13/10/2015
EA01890,"N520517,E543943",4081,LA2876 ,wild,1987-04-05
EA01891,"N520517,E543943",4081,LA2951 ,wild,1988-09-14
EA01892,"N520517,E543943",4081,LA3650 ,wild,1995-11-10
EA01893,"N520517,E543943",4081,LA4110 ,wild,2001-05-04
EA01894,"N520517,E543943",4081,LA4112,wild,2001-06-04
EA01895,"N520517,E543943",4081,CGN14324,wild,13/10/2015
EA01896,"N520517,E543943",4081,CGN14337,cultivated,13/10/2015
EA01897,"N520517,E543943",4081,CGN14338,cultivated,13/10/2015
EA01898,"N520517,E543943",4081,CGN14359,cultivated,13/10/2015
EA01899,"N520517,E543943",4081,CGN14360,cultivated,13/10/2015
EA01900,"N520517,E543943",4081,CGN14371,cultivated,13/10/2015
EA01901,"N520517,E543943",4081,CGN14373,cultivated,13/10/2015
EA01902,"N520517,E543943",4081,CGN14374,cultivated,13/10/2015
EA01903,"N520517,E543943",4081,CGN14375,cultivated,13/10/2015
EA01904,"N520517,E543943",4081,CGN14384,cultivated,13/10/2015
EA01905,"N520517,E543943",4081,CGN14387,cultivated,13/10/2015
EA01906,"N520517,E543943",4081,CGN14394,cultivated,13/10/2015
EA01907,"N520517,E543943",4081,CGN14408,cultivated,13/10/2015
EA01908,"N520517,E543943",4081,CGN14414,cultivated,13/10/2015
EA01909,"N520517,E543943",4081,CGN14423,cultivated,13/10/2015
EA01910,"N520517,E543943",4081,CGN14424,cultivated,13/10/2015
EA01911,"N520517,E543943",4081,CGN14436,cultivated,13/10/2015
EA01912,"N520517,E543943",4081,CGN14437,cultivated,13/10/2015
EA01913,"N520517,E543943",4081,CGN14440,cultivated,13/10/2015
EA01914,"N520517,E543943",4081,CGN14441,cultivated,13/10/2015
EA01915,"N520517,E543943",4081,CGN14450,cultivated,13/10/2015
EA01916,"N520517,E543943",4081,CGN14452,cultivated,13/10/2015
EA01917,"N520517,E543943",4081,CGN14453,cultivated,13/10/2015
EA01918,"N520517,E543943",4081,CGN14455,cultivated,13/10/2015
EA01919,"N520517,E543943",4081,CGN14459,cultivated,13/10/2015
EA01920,"N520517,E543943",4081,CGN14460,cultivated,13/10/2015
EA01921,"N520517,E543943",4081,CGN14461,cultivated,13/10/2015
EA01922,"N520517,E543943",4081,CGN14463,cultivated,13/10/2015
EA01923,"N520517,E543943",4081,CGN14465,cultivated,13/10/2015
EA01924,"N520517,E543943",4081,CGN14468,cultivated,13/10/2015
EA01925,"N520517,E543943",4081,CGN14469,cultivated,13/10/2015
EA01926,"N520517,E543943",4081,CGN14470,cultivated,13/10/2015
EA01927,"N520517,E543943",4081,CGN14499,cultivated,13/10/2015
EA01928,"N520517,E543943",4081,CGN14502,cultivated,13/10/2015
EA01929,"N520517,E543943",4081,CGN14503,cultivated,13/10/2015
EA01930,"N520517,E543943",4081,CGN14505,cultivated,13/10/2015
EA01931,"N520517,E543943",4081,CGN14514,cultivated,13/10/2015
EA01932,"N520517,E543943",4081,CGN14563,cultivated,13/10/2015
EA01933,"N520517,E543943",4081,CGN14566,cultivated,13/10/2015
EA01934,"N520517,E543943",4081,CGN14582,cultivated,13/10/2015
EA01935,"N520517,E543943",4081,CGN14584,cultivated,13/10/2015
EA01936,"N520517,E543943",4081,CGN14589,cultivated,13/10/2015
EA01937,"N520517,E543943",4081,CGN15231,cultivated,13/10/2015
EA01938,"N520517,E543943",4081,CGN15237,cultivated,13/10/2015
EA01939,"N520517,E543943",4081,CGN15241,cultivated,13/10/2015
EA01940,"N520517,E543943",4081,CGN15258,cultivated,13/10/2015
EA01941,"N520517,E543943",4081,CGN15261,cultivated,13/10/2015
EA01942,"N520517,E543943",4081,CGN15262,cultivated,13/10/2015
EA01943,"N520517,E543943",4081,CGN15265,cultivated,13/10/2015
EA01944,"N520517,E543943",4081,CGN15280,cultivated,13/10/2015
EA01945,"N520517,E543943",4081,CGN15282,cultivated,13/10/2015
EA01946,"N520517,E543943",4081,CGN15311,cultivated,13/10/2015
EA01947,"N520517,E543943",4081,CGN15312,cultivated,13/10/2015
EA01948,"N520517,E543943",4081,CGN15313,cultivated,13/10/2015
EA01949,"N520517,E543943",4081,CGN15314,cultivated,13/10/2015
EA01950,"N520517,E543943",4081,CGN15315,cultivated,13/10/2015
EA01951,"N520517,E543943",4081,CGN15316,cultivated,13/10/2015
EA01952,"N520517,E543943",4081,CGN15317,cultivated,13/10/2015
EA01953,"N520517,E543943",4081,CGN15318,cultivated,13/10/2015
EA01954,"N520517,E543943",4081,CGN15319,cultivated,13/10/2015
EA01955,"N520517,E543943",4081,CGN15320,cultivated,13/10/2015
EA01956,"N520517,E543943",4081,CGN15321,cultivated,13/10/2015
EA01957,"N520517,E543943",4081,CGN15322,cultivated,13/10/2015
EA01958,"N520517,E543943",4081,CGN15323,cultivated,13/10/2015
EA01959,"N520517,E543943",4081,CGN15355,cultivated,13/10/2015
EA01960,"N520517,E543943",4081,CGN15357,cultivated,13/10/2015
EA01961,"N520517,E543943",4081,CGN15375,cultivated,13/10/2015
EA01962,"N520517,E543943",4081,CGN15396,cultivated,13/10/2015
EA01963,"N520517,E543943",4081,CGN15431,cultivated,13/10/2015
EA01964,"N520517,E543943",4081,CGN15460,cultivated,13/10/2015
EA01965,"N520517,E543943",4081,CGN15464,cultivated,13/10/2015
EA01966,"N520517,E543943",4081,CGN15484,cultivated,13/10/2015
EA01967,"N520517,E543943",4081,CGN15504,cultivated,13/10/2015
EA01968,"N520517,E543943",4081,CGN15513,cultivated,13/10/2015
EA01969,"N520517,E543943",4081,CGN15515,cultivated,13/10/2015
EA01970,"N520517,E543943",4081,CGN15517,cultivated,13/10/2015
EA01971,"N520517,E543943",4081,CGN15520,cultivated,13/10/2015
EA01972,"N520517,E543943",4081,CGN15521,cultivated,13/10/2015
EA01973,"N520517,E543943",4081,CGN15522,cultivated,13/10/2015
EA01974,"N520517,E543943",4081,CGN15523,cultivated,13/10/2015
EA01975,"N520517,E543943",4081,CGN15822,cultivated,13/10/2015
EA01976,"N520517,E543943",4081,CGN15836,cultivated,13/10/2015
EA01977,"N520517,E543943",4081,CGN15838,cultivated,13/10/2015
EA01978,"N520517,E543943",4081,CGN15847,cultivated,13/10/2015
EA01979,"N520517,E543943",4081,CGN15852,cultivated,13/10/2015
EA01980,"N520517,E543943",4081,CGN15854,cultivated,13/10/2015
EA01981,"N520517,E543943",4081,CGN15857,cultivated,13/10/2015
EA01982,"N520517,E543943",4081,CGN15863,cultivated,13/10/2015
EA01983,"N520517,E543943",4081,CGN15880,cultivated,13/10/2015
EA01984,"N520517,E543943",4081,CGN15881,cultivated,13/10/2015
EA01985,"N520517,E543943",4081,CGN15882,cultivated,13/10/2015
EA01986,"N520517,E543943",4081,CGN15884,cultivated,13/10/2015
EA01987,"N520517,E543943",4081,CGN15889,cultivated,13/10/2015
EA01988,"N520517,E543943",4081,CGN15891,cultivated,13/10/2015
EA01989,"N520517,E543943",4081,CGN15893,cultivated,13/10/2015
EA01990,"N520517,E543943",4081,CGN15894,cultivated,13/10/2015
EA01991,"N520517,E543943",4081,CGN15895,cultivated,13/10/2015
EA01992,"N520517,E543943",4081,CGN15898,cultivated,13/10/2015
EA01993,"N520517,E543943",4081,CGN15910,cultivated,13/10/2015
EA01994,"N520517,E543943",4081,CGN15925,cultivated,13/10/2015
EA01995,"N520517,E543943",4081,CGN15928,cultivated,13/10/2015
EA01996,"N520517,E543943",4081,CGN15929,cultivated,13/10/2015
EA01997,"N520517,E543943",4081,CGN15980,cultivated,13/10/2015
EA01998,"N520517,E543943",4081,CGN16311,cultivated,13/10/2015
EA01999,"N520517,E543943",4081,CGN16312,cultivated,13/10/2015
EA02000,"N520517,E543943",4081,CGN16313,cultivated,13/10/2015
EA02001,"N520517,E543943",4081,CGN16314,cultivated,13/10/2015
EA02002,"N520517,E543943",4081,CGN16318,cultivated,13/10/2015
EA02003,"N520517,E543943",4081,CGN16330,cultivated,13/10/2015
EA02004,"N520517,E543943",4081,CGN16333,cultivated,13/10/2015
EA02005,"N520517,E543943",4081,CGN16334,cultivated,13/10/2015
EA02006,"N520517,E543943",4081,CGN16339,cultivated,13/10/2015
EA02007,"N520517,E543943",4081,CGN16341,cultivated,13/10/2015
EA02008,"N520517,E543943",4081,CGN16342,cultivated,13/10/2015
EA02009,"N520517,E543943",4081,CGN16736,cultivated,13/10/2015
EA02010,"N520517,E543943",4081,CGN16737,cultivated,13/10/2015
EA02011,"N520517,E543943",4081,CGN16760,cultivated,13/10/2015
EA02012,"N520517,E543943",4081,CGN16761,cultivated,13/10/2015
EA02013,"N520517,E543943",4081,CGN16781,cultivated,13/10/2015
EA02014,"N520517,E543943",4081,CGN17053,cultivated,13/10/2015
EA02015,"N520517,E543943",4081,CGN17065,cultivated,13/10/2015
EA02016,"N520517,E543943",4081,CGN17069,cultivated,13/10/2015
EA02017,"N520517,E543943",4081,CGN17070,cultivated,13/10/2015
EA02018,"N520517,E543943",4081,CGN17079,cultivated,13/10/2015
EA02019,"N520517,E543943",4081,CGN17088,cultivated,13/10/2015
EA02020,"N520517,E543943",4081,CGN17089,cultivated,13/10/2015
EA02021,"N520517,E543943",4081,CGN17091,cultivated,13/10/2015
EA02022,"N520517,E543943",4081,CGN17115,cultivated,13/10/2015
EA02023,"N520517,E543943",4081,CGN17117,cultivated,13/10/2015
EA02024,"N520517,E543943",4081,CGN17121,cultivated,13/10/2015
EA02025,"N520517,E543943",4081,CGN17125,cultivated,13/10/2015
EA02026,"N520517,E543943",4081,CGN17127,cultivated,13/10/2015
EA02027,"N520517,E543943",4081,CGN17134,cultivated,13/10/2015
EA02028,"N520517,E543943",4081,CGN18373,cultivated,13/10/2015
EA02029,"N520517,E543943",4081,CGN18375,cultivated,13/10/2015
EA02030,"N520517,E543943",4081,CGN18380,cultivated,13/10/2015
EA02031,"N520517,E543943",4081,CGN18387,cultivated,13/10/2015
EA02032,"N520517,E543943",4081,CGN18399,cultivated,13/10/2015
EA02033,"N520517,E543943",4081,CGN18403,cultivated,13/10/2015
EA02034,"N520517,E543943",4081,CGN18428,cultivated,13/10/2015
EA02035,"N520517,E543943",4081,CGN19099,cultivated,13/10/2015
EA02036,"N520517,E543943",4081,CGN19100,cultivated,13/10/2015
EA02037,"N520517,E543943",4081,CGN19113,cultivated,13/10/2015
EA02038,"N520517,E543943",4081,CGN19116,cultivated,13/10/2015
EA02039,"N520517,E543943",4081,CGN19117,cultivated,13/10/2015
EA02040,"N520517,E543943",4081,CGN19128,cultivated,13/10/2015
EA02041,"N520517,E543943",4081,CGN19129,cultivated,13/10/2015
EA02042,"N520517,E543943",4081,CGN19136,cultivated,13/10/2015
EA02043,"N520517,E543943",4081,CGN19137,cultivated,13/10/2015
EA02044,"N520517,E543943",4081,CGN19138,cultivated,13/10/2015
EA02045,"N520517,E543943",4081,CGN19139,cultivated,13/10/2015
EA02046,"N520517,E543943",4081,CGN19140,cultivated,13/10/2015
EA02047,"N520517,E543943",4081,CGN19147,cultivated,13/10/2015
EA02048,"N520517,E543943",4081,CGN19149,cultivated,13/10/2015
EA02049,"N520517,E543943",4081,CGN19150,cultivated,13/10/2015
EA02050,"N520517,E543943",4081,CGN19151,cultivated,13/10/2015
EA02051,"N520517,E543943",4081,CGN19157,cultivated,13/10/2015
EA02052,"N520517,E543943",4081,CGN19159,wild,13/10/2015
EA02053,"N520517,E543943",4081,CGN19168,cultivated,13/10/2015
EA02054,"N520517,E543943",4081,CGN20815,cultivated,13/10/2015
EA02055,"N520517,E543943",4081,CGN22212,cultivated,13/10/2015
EA02056,"N520517,E543943",4081,LYC 13,cultivated,13/10/2015
EA02057,"N520517,E543943",4081,LYC 15,cultivated,13/10/2015
EA02058,"N520517,E543943",4081,LYC 16,cultivated,13/10/2015
EA02059,"N520517,E543943",4081,LYC 17,cultivated,13/10/2015
EA02060,"N520517,E543943",4081,LYC 18,cultivated,13/10/2015
EA02061,"N520517,E543943",4081,LYC 19,cultivated,13/10/2015
EA02062,"N520517,E543943",4081,LYC 23,cultivated,13/10/2015
EA02063,"N520517,E543943",4081,LYC 29,cultivated,13/10/2015
EA02064,"N520517,E543943",4081,LYC 31,cultivated,13/10/2015
EA02065,"N520517,E543943",4081,LYC 33,cultivated,13/10/2015
EA02066,"N520517,E543943",4081,LYC 35,cultivated,13/10/2015
EA02067,"N520517,E543943",4081,LYC 54,cultivated,13/10/2015
EA02068,"N520517,E543943",4081,LYC 68,cultivated,13/10/2015
EA02069,"N520517,E543943",4081,LYC 69,cultivated,13/10/2015
EA02070,"N520517,E543943",4081,LYC 73,cultivated,13/10/2015
EA02071,"N520517,E543943",4081,LYC 75,cultivated,13/10/2015
EA02072,"N520517,E543943",4081,LYC 76,cultivated,13/10/2015
EA02073,"N520517,E543943",4081,LYC 91,cultivated,13/10/2015
EA02074,"N520517,E543943",4081,LYC 93,cultivated,13/10/2015
EA02075,"N520517,E543943",4081,LYC 101,cultivated,13/10/2015
EA02076,"N520517,E543943",4081,LYC 102,cultivated,13/10/2015
EA02077,"N520517,E543943",4081,LYC 109,cultivated,13/10/2015
EA02078,"N520517,E543943",4081,LYC 110,cultivated,13/10/2015
EA02079,"N520517,E543943",4081,LYC 111,cultivated,13/10/2015
EA02080,"N520517,E543943",4081,LYC 114,cultivated,13/10/2015
EA02081,"N520517,E543943",4081,LYC 115,cultivated,13/10/2015
EA02082,"N520517,E543943",4081,LYC 117,cultivated,13/10/2015
EA02083,"N520517,E543943",4081,LYC 120,cultivated,13/10/2015
EA02084,"N520517,E543943",4081,LYC 123,cultivated,13/10/2015
EA02085,"N520517,E543943",4081,LYC 127,cultivated,13/10/2015
EA02086,"N520517,E543943",4081,LYC 129,cultivated,13/10/2015
EA02087,"N520517,E543943",4081,LYC 132,cultivated,13/10/2015
EA02088,"N520517,E543943",4081,LYC 134,cultivated,13/10/2015
EA02089,"N520517,E543943",4081,LYC 135,cultivated,13/10/2015
EA02090,"N520517,E543943",4081,LYC 138,cultivated,13/10/2015
EA02091,"N520517,E543943",4081,LYC 142,cultivated,13/10/2015
EA02092,"N520517,E543943",4081,LYC 143,cultivated,13/10/2015
EA02093,"N520517,E543943",4081,LYC 144,cultivated,13/10/2015
EA02094,"N520517,E543943",4081,LYC 150,cultivated,13/10/2015
EA02095,"N520517,E543943",4081,LYC 152,cultivated,13/10/2015
EA02096,"N520517,E543943",4081,LYC 162,cultivated,13/10/2015
EA02097,"N520517,E543943",4081,LYC 163,cultivated,13/10/2015
EA02098,"N520517,E543943",4081,LYC 164,cultivated,13/10/2015
EA02099,"N520517,E543943",4081,LYC 165,cultivated,13/10/2015
EA02100,"N520517,E543943",4081,LYC 166,cultivated,13/10/2015
EA02101,"N520517,E543943",4081,LYC 172,cultivated,13/10/2015
EA02102,"N520517,E543943",4081,LYC 173,cultivated,13/10/2015
EA02103,"N520517,E543943",4081,LYC 174,cultivated,13/10/2015
EA02104,"N520517,E543943",4081,LYC 177,cultivated,13/10/2015
EA02105,"N520517,E543943",4081,LYC 178,cultivated,13/10/2015
EA02106,"N520517,E543943",4081,LYC 179,cultivated,13/10/2015
EA02107,"N520517,E543943",4081,LYC 180,cultivated,13/10/2015
EA02108,"N520517,E543943",4081,LYC 183,cultivated,13/10/2015
EA02109,"N520517,E543943",4081,LYC 185,cultivated,13/10/2015
EA02110,"N520517,E543943",4081,LYC 191,cultivated,13/10/2015
EA02111,"N520517,E543943",4081,LYC 194,cultivated,13/10/2015
EA02112,"N520517,E543943",4081,LYC 195,cultivated,13/10/2015
EA02113,"N520517,E543943",4081,LYC 196,cultivated,13/10/2015
EA02114,"N520517,E543943",4081,LYC 197,cultivated,13/10/2015
EA02115,"N520517,E543943",4081,LYC 199,cultivated,13/10/2015
EA02116,"N520517,E543943",4081,LYC 203,cultivated,13/10/2015
EA02117,"N520517,E543943",4081,LYC 211,cultivated,13/10/2015
EA02118,"N520517,E543943",4081,LYC 212,cultivated,13/10/2015
EA02119,"N520517,E543943",4081,LYC 213,cultivated,13/10/2015
EA02120,"N520517,E543943",4081,LYC 217,cultivated,13/10/2015
EA02121,"N520517,E543943",4081,LYC 218,cultivated,13/10/2015
EA02122,"N520517,E543943",4081,LYC 220,cultivated,13/10/2015
EA02123,"N520517,E543943",4081,LYC 221,cultivated,13/10/2015
EA02124,"N520517,E543943",4081,LYC 222,cultivated,13/10/2015
EA02125,"N520517,E543943",4081,LYC 223,cultivated,13/10/2015
EA02126,"N520517,E543943",4081,LYC 226,cultivated,13/10/2015
EA02127,"N520517,E543943",4081,LYC 228,cultivated,13/10/2015
EA02128,"N520517,E543943",4081,LYC 229,cultivated,13/10/2015
EA02129,"N520517,E543943",4081,LYC 230,cultivated,13/10/2015
EA02130,"N520517,E543943",4081,LYC 232,cultivated,13/10/2015
EA02131,"N520517,E543943",4081,LYC 235,cultivated,13/10/2015
EA02132,"N520517,E543943",4081,LYC 236,cultivated,13/10/2015
EA02133,"N520517,E543943",4081,LYC 237,cultivated,13/10/2015
EA02134,"N520517,E543943",4081,LYC 243,cultivated,13/10/2015
EA02135,"N520517,E543943",4081,LYC 245,cultivated,13/10/2015
EA02136,"N520517,E543943",4081,LYC 251,cultivated,13/10/2015
EA02137,"N520517,E543943",4081,LYC 255,cultivated,13/10/2015
EA02138,"N520517,E543943",4081,LYC 256,cultivated,13/10/2015
EA02139,"N520517,E543943",4081,LYC 257,cultivated,13/10/2015
EA02140,"N520517,E543943",4081,LYC 258,cultivated,13/10/2015
EA02141,"N520517,E543943",4081,LYC 259,cultivated,13/10/2015
EA02142,"N520517,E543943",4081,LYC 264,cultivated,13/10/2015
EA02143,"N520517,E543943",4081,LYC 265,cultivated,13/10/2015
EA02144,"N520517,E543943",4081,LYC 267,cultivated,13/10/2015
EA02145,"N520517,E543943",4081,LYC 273,cultivated,13/10/2015
EA02146,"N520517,E543943",4081,LYC 278,cultivated,13/10/2015
EA02147,"N520517,E543943",4081,LYC 279,cultivated,13/10/2015
EA02148,"N520517,E543943",4081,LYC 280,cultivated,13/10/2015
