"Subject","Predicate","Object","Provenance","Score"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant increases","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-30-ethyl-33-[(1r,2r)-1-hydroxy-2-methyl-3-(2-methylcyclopropyl)propyl]-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","STRING-db4932.YPL061W","11.2273"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant decreases","csc1 (saccharomyces cerevisiae s288c)","20691087","9.5537"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant decreases","csc1 (saccharomyces cerevisiae s288c)","STRING-db4932.YDR321W","9.5537"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant decreases","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","STRING-db4932.YDR415C","9.8695"
"vps34 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","(3s,6s,9s,12r,15s,18s,21s,24s,30s,33s)-33-[(1r,2r)-1-[tert-butyl(dimethyl)silyl]oxy-2-methyl-3-(5-oxaspiro[2.2]pentan-4-yl)propyl]-30-ethyl-6,9,18,24-tetraisobutyl-3,21-diisopropyl-1,4,7,10,12,15,19,25,28-nonamethyl-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone","STRING-db4932.YNL039W","9.8695"
"nit3 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YHR167W","9.3862"
"sph1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000126482|YPL091W|selenite(2-)","9.4616"
"irc25 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.7187"
"irc25 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152383|YHR035W|cycloheximide (100 ng/ml)","9.5971"
"irc25 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24360837","9.5971"
"irc25 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","24360837","9.7187"
"rpn12 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YOR035C","9.6874"
"mak31 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","NA","9.6642"
"hsp30 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152383|YOR328W|sirolimus (20 ng/ml)","9.8366"
"gsy1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000135573|YOL109W|paromomycin (10 mg/ml)","9.5397"
"gsy1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","15883373","9.5397"
"nyv1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5991"
"yll032c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YHR167W","10.3448"
"htl1 (saccharomyces cerevisiae s288c)","binds with","mak31 (saccharomyces cerevisiae s288c)","15883373","9.6642"
"htl1 (saccharomyces cerevisiae s288c)","binds with","hsp30 (saccharomyces cerevisiae s288c)","STRING-db4932.YER083C","9.4302"
"htl1 (saccharomyces cerevisiae s288c)","binds with","rtt102 (saccharomyces cerevisiae s288c)","STRING-db4932.YER083C","9.4651"
"htl1 (saccharomyces cerevisiae s288c)","binds with","urc2 (saccharomyces cerevisiae s288c)","S000116267|YMR038C|caffeine (6 mM)","9.4148"
"htl1 (saccharomyces cerevisiae s288c)","binds with","trs33 (saccharomyces cerevisiae s288c)","19452121","9.258"
"htl1 (saccharomyces cerevisiae s288c)","binds with","nba1 (saccharomyces cerevisiae s288c)","S000125800|YMR038C|5-fluorouracil (15 ug/ml)","9.244"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","gdh3 (saccharomyces cerevisiae s288c)","23416056","9.9097"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","apn2 (saccharomyces cerevisiae s288c)","23045389","9.5162"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","lys2 (saccharomyces cerevisiae s288c)","19129474","9.4302"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","rsc9 (saccharomyces cerevisiae s288c)","NA","9.715"
"cpr4 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","24034557","9.6499"
"ylr108c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.3692"
"ylr108c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24034557","9.3692"
"ylr278c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000075297|YHR060W|cyclosporin A (100 ug/ml)","9.5881"
"vps38 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","24968945","9.8367"
"vps38 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000131100|YNL245C|ethanol (12%)","9.8367"
"gtt2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","20691087","9.4973"
"sgd1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.5428"
"ssk22 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YHR183W","9.7335"
"ycl049c (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YLR097C","10.082"
"ycl049c (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YGR020C|elaiophylin (azalomycin B)","9.2792"
"ycl049c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24260565","10.082"
"stp22 (saccharomyces cerevisiae s288c)","is adjacent to","fmp27 (saccharomyces cerevisiae s288c)","S000116267|YDR184C|tirapazamine (250 uM)","9.5162"
"stp22 (saccharomyces cerevisiae s288c)","is adjacent to","snn1 (saccharomyces cerevisiae s288c)","S000119919|YDR306C|methylmercury chloride (1 uM)","9.4651"
"stp22 (saccharomyces cerevisiae s288c)","affects","cps1 (saccharomyces cerevisiae s288c)","S000119919|YDR131C|methylmercury chloride (1 uM)","9.715"
"stp22 (saccharomyces cerevisiae s288c)","affects","alg11 (saccharomyces cerevisiae s288c)","STRING-db4932.YDR131C","9.6642"
"stp22 (saccharomyces cerevisiae s288c)","affects","snn1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR315W","9.4651"
"stp22 (saccharomyces cerevisiae s288c)","affects","spt14 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR224W","9.258"
"stp22 (saccharomyces cerevisiae s288c)","binds with","cps1 (saccharomyces cerevisiae s288c)","NA","9.715"
"stp22 (saccharomyces cerevisiae s288c)","binds with","21-deoxyconcanamycin a","NA","9.244"
"stp22 (saccharomyces cerevisiae s288c)","binds with","mutalomycin sodium salt","S000152383|YLR225C|cycloheximide (100 ng/ml)","9.4302"
"stp22 (saccharomyces cerevisiae s288c)","binds with","mutalomycin sodium salt","S000147087|YDR037W|methyl methanesulfonate","9.4302"
"stp22 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","S000131100|YHR091C|ethanol (8%)","9.9097"
"stp22 (saccharomyces cerevisiae s288c)","binds with","(1ar,2z,4e,14r,15as)-8-chloro-9,11-dihydroxy-14-methyl-1a,14,15,15a-tetrahydro-6h-oxireno[e][2]benzoxacyclotetradecine-6,12(7h)-dione","S000152383|YDR037W|cycloheximide (100 ng/ml)","9.4148"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant increases","tma17 (saccharomyces cerevisiae s288c)","STRING-db4932.YBR280C","9.4302"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant increases","(1ar,2z,4e,14r,15as)-8-chloro-9,11-dihydroxy-14-methyl-1a,14,15,15a-tetrahydro-6h-oxireno[e][2]benzoxacyclotetradecine-6,12(7h)-dione","S000135573|YLR225C|amitrole (22 mg/ml)","9.4148"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant decreases","fmp27 (saccharomyces cerevisiae s288c)","S000152189|YDR306C|5-chloro-7-iodoquinolin-8-ol","9.5162"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant decreases","tma17 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR091C","9.4302"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant decreases","alg11 (saccharomyces cerevisiae s288c)","S000150863|YDR184C|sodium selenide (1 uM)","9.6642"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant decreases","spt14 (saccharomyces cerevisiae s288c)","S000153037|YHR091C|edelfosine (60 uM)","9.258"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant decreases","21-deoxyconcanamycin a","STRING-db4932.YDR037W","9.244"
"stp22 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","cladoniamide derivative","S000176422|YBR280C|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.9097"
"syp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152268|YPL019C|(S)-lactic acid (6%)","9.5226"
"spo77 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000156575|YHR062C|6-azauridine","9.5581"
"ylr225c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","17707236","9.5809"
"ylr225c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000086033|YML067C|tirapazamine (500 uM)","9.5809"
"gsy2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000128505|YPL061W|elisidepsin (250 ug/ml; synthetic cyclic depsipeptide related to natural kahalalides)","9.7003"
"gsy2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YKR096W","9.7003"
"ste23 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YHR167W","9.9776"
"gep5 (saccharomyces cerevisiae s288c)","is adjacent to","chromium trioxide","STRING-db4932.YBR097W","9.7052"
"gep5 (saccharomyces cerevisiae s288c)","is adjacent to","xdj1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.6944"
"gep5 (saccharomyces cerevisiae s288c)","is functionally related to","rrg8 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.2839"
"gep5 (saccharomyces cerevisiae s288c)","is functionally related to","alt1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.4332"
"gep5 (saccharomyces cerevisiae s288c)","is functionally related to","nyv1 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5605"
"gep5 (saccharomyces cerevisiae s288c)","is functionally related to","sul2 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","8.9042"
"gep5 (saccharomyces cerevisiae s288c)","binds with","aluminium(iii)","S000077020|YLR211C|sorbate (5 mM)","9.9574"
"gep5 (saccharomyces cerevisiae s288c)","gene product variant decreases","glycolaldehyde","S000138697|YLR211C|4-chlorophenol (1 mM)","9.8246"
"gep5 (saccharomyces cerevisiae s288c)","gene product variant decreases","dequalinium","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5114"
"gep5 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","valinomycin","S000082079|YBR097W|cyclosporin A (150 ug/ml)","10.1077"
"hrt3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000148083|YKL206C|elesclomol-Cu(II) (300 nM)","9.9038"
"hrt3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152383|YPL010W|cycloheximide (100 ng/ml)","9.9038"
"rfu1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","10407277","9.5428"
"rfu1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000155894|YER151C|pomecin A (0.5 - 2 ug/ml)","9.5428"
"csc1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152268|YPL236C|(S)-lactic acid (6%)","9.5982"
"csc1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YNR051C","9.2004"
"csc1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YER151C","9.5982"
"csc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000181446|YGL174W|Congo Red (50 ug/ml)","9.2004"
"nkp2 (saccharomyces cerevisiae s288c)","is adjacent to","nca2 (saccharomyces cerevisiae s288c)","S000142378|YKR077W|bleomycin (3.2 uM)","9.5629"
"nkp2 (saccharomyces cerevisiae s288c)","is adjacent to","mdm36 (saccharomyces cerevisiae s288c)","S000131109|YPL105C|arsenite(3-) (0.75 - 1.0 mM)","9.5372"
"nkp2 (saccharomyces cerevisiae s288c)","binds with","sph1 (saccharomyces cerevisiae s288c)","S000126482|YLR182W|selenite(2-)","9.3911"
"nkp2 (saccharomyces cerevisiae s288c)","binds with","atc1 (saccharomyces cerevisiae s288c)","S000129739|YOR066W|cordycepin (20 ug/ml)","8.8482"
"nkp2 (saccharomyces cerevisiae s288c)","binds with","bbp1 (saccharomyces cerevisiae s288c)","S000146585|YPL105C|L-canavanine (5 ug/ml)","9.5874"
"nkp2 (saccharomyces cerevisiae s288c)","binds with","cog4 (saccharomyces cerevisiae s288c)","S000126482|YPL091W|selenite(2-)","9.7971"
"nkp2 (saccharomyces cerevisiae s288c)","gene product variant increases","chm7 (saccharomyces cerevisiae s288c)","S000126482|YPL091W|selenite(2-)","9.8282"
"nkp2 (saccharomyces cerevisiae s288c)","gene product variant increases","gcr1 (saccharomyces cerevisiae s288c)","S000142378|YKR077W|camptothecin (43 uM)","9.7316"
"nkp2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ylr031w (saccharomyces cerevisiae s288c)","STRING-db4932.YKR077W","8.7247"
"nkp2 (saccharomyces cerevisiae s288c)","gene product variant decreases","nkp1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR182W","9.4728"
"sul2 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.2839"
"cwc24 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000176422|YDR163W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.9197"
"cwc24 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","27711131","9.9106"
"cwc24 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000156575|YDR495C|mutalomycin sodium salt","9.9197"
"fmp27 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23202731","9.5526"
"fmp27 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","16738548","9.5526"
"atg38 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YPR101W","8.978"
"atg38 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000152473|YKR096W|benzo[a]pyrene","8.978"
"atg38 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPL061W","9.1049"
"atg38 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000081669|YKR096W|sirolimus","9.1049"
"ylr030w (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000152473|YBR250W|benzo[a]pyrene","9.3621"
"ylr257w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YBL007C","9.7143"
"ylr352w (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YBR105C","9.8048"
"ylr352w (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","NA","9.8048"
"pba1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23403841","9.5268"
"pba1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YIL076W","9.5268"
"imh1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","23390603","10.4368"
"imh1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YIR025W","10.4368"
"erg27 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YML062C|enniatin (enniatin derivative)","9.7669"
"saf1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YIL076W","9.6775"
"saf1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","STRING-db4932.YGR135W","9.6775"
"apn2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000081669|YGL020C|wortmannin","9.5526"
"ola1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YLR360W","9.9279"
"elp2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000116267|YNL140C|benomyl (10 uM)","9.9153"
"ybr242w (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","23403841","9.2792"
"ybr242w (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","15590821","9.2792"
"pmt4 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","24260565","9.8263"
"ump1 (saccharomyces cerevisiae s288c)","is adjacent to","ecm31 (saccharomyces cerevisiae s288c)","S000121380|YGR138C|indometacin (0.05-0.2 mM)","8.8482"
"ump1 (saccharomyces cerevisiae s288c)","is adjacent to","dyclonine","S000156575|YOL146W|nigericin","9.7971"
"ump1 (saccharomyces cerevisiae s288c)","binds with","irc25 (saccharomyces cerevisiae s288c)","S000156575|YGR134W|geldanamycin","9.5874"
"ump1 (saccharomyces cerevisiae s288c)","binds with","pba1 (saccharomyces cerevisiae s288c)","15334557","9.4728"
"ump1 (saccharomyces cerevisiae s288c)","binds with","pba1 (saccharomyces cerevisiae s288c)","S000152473|YGR138C|benzo[a]pyrene","9.4728"
"ump1 (saccharomyces cerevisiae s288c)","binds with","rpn14 (saccharomyces cerevisiae s288c)","23416056","8.7247"
"ump1 (saccharomyces cerevisiae s288c)","binds with","ecm31 (saccharomyces cerevisiae s288c)","24360837","8.8482"
"ump1 (saccharomyces cerevisiae s288c)","binds with","poc4 (saccharomyces cerevisiae s288c)","S000113670|YGR134W|hydroxyurea (100 mM)","9.5629"
"ump1 (saccharomyces cerevisiae s288c)","binds with","poc4 (saccharomyces cerevisiae s288c)","STRING-db4932.YIL076W","9.5629"
"ump1 (saccharomyces cerevisiae s288c)","binds with","dyclonine","16738548","9.7971"
"ump1 (saccharomyces cerevisiae s288c)","binds with","alverine citrate","STRING-db4932.YHR035W","9.5372"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant increases","smy2 (saccharomyces cerevisiae s288c)","10407277","9.7316"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant increases","smy2 (saccharomyces cerevisiae s288c)","STRING-db4932.YOL146W","9.7316"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant increases","rpn14 (saccharomyces cerevisiae s288c)","S000153037|YGR134W|edelfosine (60 uM)","8.7247"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant increases","prs1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR021W","9.8282"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant decreases","irc25 (saccharomyces cerevisiae s288c)","24968945","9.5874"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant decreases","add66 (saccharomyces cerevisiae s288c)","15883373","9.3911"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant decreases","add66 (saccharomyces cerevisiae s288c)","S000066148|YGR138C|spermine (0.3 mM)","9.3911"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant decreases","prs1 (saccharomyces cerevisiae s288c)","STRING-db4932.YML067C","9.8282"
"ump1 (saccharomyces cerevisiae s288c)","gene product variant decreases","alverine citrate","NA","9.5372"
"hnt1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YPL084W","10.5254"
"sop4 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YML062C","9.8115"
"tod6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YPR101W","9.6874"
"tod6 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YNR051C","9.6874"
"ygr018c (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","23358190","9.4408"
"ygr018c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000177304|YCR021C|beta-lapachone (30 uM)","9.4408"
"caf130 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YIL076W","9.4973"
"caf130 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","26357016","9.4973"
"ypd1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","S000153807|YHR137W|glyoxal (20 mM)","9.3864"
"fes1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YPR101W","9.9719"
"fes1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000156575|YDL167C|tubulazole","9.9719"
"pre9 (saccharomyces cerevisiae s288c)","is adjacent to","psf3 (saccharomyces cerevisiae s288c)","STRING-db4932.YCR076C","9.5112"
"pre9 (saccharomyces cerevisiae s288c)","is adjacent to","psf3 (saccharomyces cerevisiae s288c)","STRING-db4932.YKL084W","9.5112"
"pre9 (saccharomyces cerevisiae s288c)","is functionally related to","pmd1 (saccharomyces cerevisiae s288c)","STRING-db4932.YKR030W","9.4905"
"pre9 (saccharomyces cerevisiae s288c)","is functionally related to","ygr067c (saccharomyces cerevisiae s288c)","15334557","9.3595"
"pre9 (saccharomyces cerevisiae s288c)","is functionally related to","l-azetidine-2-carboxylic acid","20691087","8.7774"
"pre9 (saccharomyces cerevisiae s288c)","is functionally related to","l-azetidine-2-carboxylic acid","S000130401|YGR135W|(S)-azetidine-2-carboxylic acid (5 mM)","8.7774"
"pre9 (saccharomyces cerevisiae s288c)","binds with","fub1 (saccharomyces cerevisiae s288c)","S000147087|YER132C|methyl methanesulfonate","9.6913"
"pre9 (saccharomyces cerevisiae s288c)","binds with","irc25 (saccharomyces cerevisiae s288c)","20691087","9.6741"
"pre9 (saccharomyces cerevisiae s288c)","binds with","caf130 (saccharomyces cerevisiae s288c)","S000181479|YKR070W|myriocin (1 uM)","9.3773"
"pre9 (saccharomyces cerevisiae s288c)","binds with","ygr067c (saccharomyces cerevisiae s288c)","STRING-db4932.YGR067C","9.3595"
"pre9 (saccharomyces cerevisiae s288c)","binds with","tpo2 (saccharomyces cerevisiae s288c)","STRING-db4932.YGR094W","9.1794"
"pre9 (saccharomyces cerevisiae s288c)","binds with","ykr070w (saccharomyces cerevisiae s288c)","26357016","9.5733"
"pre9 (saccharomyces cerevisiae s288c)","binds with","ykr070w (saccharomyces cerevisiae s288c)","STRING-db4932.YER132C","9.5733"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant increases","fub1 (saccharomyces cerevisiae s288c)","S000121776|YDR505C|pyocyanin (75 ug/ml)","9.6913"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant increases","irc25 (saccharomyces cerevisiae s288c)","S000156575|YCR076C|chlorpromazine","9.6741"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant increases","met12 (saccharomyces cerevisiae s288c)","NA","9.877"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant decreases","pmd1 (saccharomyces cerevisiae s288c)","S000142208|YGR067C|propolis extract (0.5%)","9.4905"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant decreases","caf130 (saccharomyces cerevisiae s288c)","21978764","9.3773"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant decreases","tpo2 (saccharomyces cerevisiae s288c)","STRING-db4932.YKR070W","9.1794"
"pre9 (saccharomyces cerevisiae s288c)","gene product variant decreases","met12 (saccharomyces cerevisiae s288c)","NA","9.877"
"bit2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23403841","9.8481"
"bit2 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YPL061W","9.8481"
"ppz2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000152473|YDL206W|benzo[a]pyrene","9.3723"
"mtl1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YEL057C","9.4628"
"mtl1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000142378|YGR275W|camptothecin (43 uM)","9.4628"
"vid24 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","26357016","10.8522"
"mvb12 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","17141224","9.5138"
"mvb12 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YLR315W","9.5138"
"iks1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","7992502","10.4403"
"rpn6 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000116267|YER156C|methyl methanesulfonate (0.03%)","9.2437"
"yra2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","11.7638"
"cwp2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YGR020C|cladoniamide derivative","9.3692"
"irc18 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YCR043C","9.4408"
"hot13 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","NA","9.7176"
"tim13 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000086147|YHR181W|Congo Red","9.618"
"smy2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YGR135W","9.7812"
"smy2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000116267|YBR162C|benomyl (10 uM)","9.7812"
"nta1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000142378|YKL160W|mycophenolic acid (46.8 uM)","9.5991"
"ccc2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.6464"
"mes1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000138389|YLR244C|1,1'-azobis(N,N-dimethylformamide)","9.6391"
"tma17 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YOL033W","9.8366"
"tma17 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YLR224W","9.8366"
"ppn1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YHR167W","9.8263"
"ydr415c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YOL033W","9.3676"
"ydr415c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YPL144W","9.3676"
"hmt1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","NA","9.5152"
"mix14 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","24968945","9.3676"
