"Subject","Predicate","Object","Provenance","Score"
"ucc1 (saccharomyces cerevisiae s288c)","affects","1-butanol","210169992","9.9346"
"ucc1 (saccharomyces cerevisiae s288c)","affects","1-butanol","210190243","9.9346"
"ucc1 (saccharomyces cerevisiae s288c)","affects","1-butanol","210218430","9.9346"
"ucc1 (saccharomyces cerevisiae s288c)","affects","parachlorophenol","210120012","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","affects","parachlorophenol","210123420","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","affects","parachlorophenol","210127051","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","affects","parachlorophenol","210141944","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","affects","parachlorophenol","210189325","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","affects","toxaphene","210130242","10.0058"
"ucc1 (saccharomyces cerevisiae s288c)","affects","toxaphene","210195047","10.0058"
"ucc1 (saccharomyces cerevisiae s288c)","affects","toxaphene","210236114","10.0058"
"ucc1 (saccharomyces cerevisiae s288c)","affects","bur2 (saccharomyces cerevisiae s288c)","210105607","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","affects","bur2 (saccharomyces cerevisiae s288c)","210116830","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","affects","bur2 (saccharomyces cerevisiae s288c)","210132423","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","affects","bur2 (saccharomyces cerevisiae s288c)","210209072","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","affects","bur2 (saccharomyces cerevisiae s288c)","210234727","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","affects","utp13 (saccharomyces cerevisiae s288c)","210120012","9.4061"
"ucc1 (saccharomyces cerevisiae s288c)","affects","utp13 (saccharomyces cerevisiae s288c)","210171740","9.4061"
"ucc1 (saccharomyces cerevisiae s288c)","affects","zlll","210179547","9.7847"
"ucc1 (saccharomyces cerevisiae s288c)","affects","zlll","210196979","9.7847"
"ucc1 (saccharomyces cerevisiae s288c)","affects","zlll","210227433","9.7847"
"ucc1 (saccharomyces cerevisiae s288c)","affects","zlll","210237248","9.7847"
"ucc1 (saccharomyces cerevisiae s288c)","affects","chloro(methyl)mercury","210120289","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","affects","chloro(methyl)mercury","210123420","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","affects","chloro(methyl)mercury","210215985","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","affects","4-chlorophenol, nickel (+2) salt","210125081","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","affects","4-chlorophenol, nickel (+2) salt","210198999","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","affects","4-chlorophenol, nickel (+2) salt","210212134","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","affects","4-chlorophenol, nickel (+2) salt","210222012","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","affects","4-chlorophenol, nickel (+2) salt","210240638","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","1-butanol","210121113","9.9346"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","parachlorophenol","210181546","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","parachlorophenol","210230850","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","toxaphene","210152866","10.0058"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","bur2 (saccharomyces cerevisiae s288c)","210190793","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","ifh1 (saccharomyces cerevisiae s288c)","210175628","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","ifh1 (saccharomyces cerevisiae s288c)","210191324","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant increases","ifh1 (saccharomyces cerevisiae s288c)","210209312","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","parachlorophenol","210138460","9.3939"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","toxaphene","210180083","10.0058"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","bur2 (saccharomyces cerevisiae s288c)","210104981","9.6984"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ifh1 (saccharomyces cerevisiae s288c)","210107884","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ifh1 (saccharomyces cerevisiae s288c)","210114853","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ifh1 (saccharomyces cerevisiae s288c)","210117662","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ifh1 (saccharomyces cerevisiae s288c)","210126417","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ifh1 (saccharomyces cerevisiae s288c)","210157841","9.3146"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ylr225c (saccharomyces cerevisiae s288c)","210117624","9.2302"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","zlll","210195082","9.7847"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","chloro(methyl)mercury","210147007","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","chloro(methyl)mercury","210204452","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","chloro(methyl)mercury","210236437","9.5275"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant decreases","4-chlorophenol, nickel (+2) salt","210105411","9.17"
"ucc1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","utp13 (saccharomyces cerevisiae s288c)","210130316","9.4061"
"htl1 (saccharomyces cerevisiae s288c)","is a","dequalinium","210167567","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","phleomycin d1","210132184","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","phleomycin d1","210138514","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","phleomycin d1","210178350","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","phleomycin d1","210200650","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","5-hydroxymethylfurfural","210129631","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","5-hydroxymethylfurfural","210138765","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","5-hydroxymethylfurfural","210139526","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","5-hydroxymethylfurfural","210198130","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","trichothecin","210214205","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","glycolaldehyde","210180322","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","glycolaldehyde","210198046","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","glycolaldehyde","210241476","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","beta-lapachone","210139014","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","beta-lapachone","210159004","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","beta-lapachone","210180717","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","beta-lapachone","210230293","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","mak31 (saccharomyces cerevisiae s288c)","210165991","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","hsp30 (saccharomyces cerevisiae s288c)","210110633","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","hsp30 (saccharomyces cerevisiae s288c)","210239785","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","dequalinium","210127806","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","dequalinium","210147519","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","dequalinium","210150837","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","dequalinium","210196534","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","l-(+)-lactic acid","210210505","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","l-(+)-lactic acid","210220316","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is adjacent to","l-(+)-lactic acid","210232842","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","phleomycin d1","210233524","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","5-hydroxymethylfurfural","210165140","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","5-hydroxymethylfurfural","210173892","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210184983","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210228362","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","glycolaldehyde","210116851","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","glycolaldehyde","210161329","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","beta-lapachone","210193334","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","beta-lapachone","210230678","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210122771","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210141285","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210150365","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210154248","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210185896","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","mak31 (saccharomyces cerevisiae s288c)","210213257","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","hsp30 (saccharomyces cerevisiae s288c)","210114201","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","hsp30 (saccharomyces cerevisiae s288c)","210132440","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","hsp30 (saccharomyces cerevisiae s288c)","210192843","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","hsp30 (saccharomyces cerevisiae s288c)","210201739","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","dequalinium","210128069","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","dequalinium","210211402","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","dequalinium","210214730","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","l-(+)-lactic acid","210222929","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","l-(+)-lactic acid","210225699","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","l-(+)-lactic acid","210232522","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","is functionally related to","phleomycin d1","210134766","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210126958","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210155844","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210225872","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","affects","5-hydroxymethylfurfural","210183439","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210122091","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210194433","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210239165","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","affects","mak31 (saccharomyces cerevisiae s288c)","210166443","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","affects","mak31 (saccharomyces cerevisiae s288c)","210194443","10.0435"
"htl1 (saccharomyces cerevisiae s288c)","affects","hsp30 (saccharomyces cerevisiae s288c)","210108188","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","affects","hsp30 (saccharomyces cerevisiae s288c)","210171916","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","affects","l-(+)-lactic acid","210103213","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","affects","l-(+)-lactic acid","210156239","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","affects","l-(+)-lactic acid","210163960","11.2651"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210113723","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210152631","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","affects","phleomycin d1","210239956","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","5-hydroxymethylfurfural","210149152","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","trichothecin","210134753","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","glycolaldehyde","210174031","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","glycolaldehyde","210220765","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","beta-lapachone","210120289","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","dequalinium","210160228","9.1971"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","phleomycin d1","210116388","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant increases","phleomycin d1","210134355","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","phleomycin d1","210149017","10.7651"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","5-hydroxymethylfurfural","210234727","9.2449"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","trichothecin","210145417","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","trichothecin","210217907","9.2283"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","glycolaldehyde","210161801","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","glycolaldehyde","210222681","9.2603"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","beta-lapachone","210201225","9.3192"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","hsp30 (saccharomyces cerevisiae s288c)","210143102","9.0871"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","phleomycin d1","210102296","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","phleomycin d1","210209210","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","phleomycin d1","210220848","11.2497"
"htl1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","beta-lapachone","210217594","9.3192"
"vrp1 (saccharomyces cerevisiae s288c)","is a","sgd1 (saccharomyces cerevisiae s288c)","210171916","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","trichothecin","210173423","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","trichothecin","210209946","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","concanamycin a","210155754","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","concanamycin a","210209796","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","concanamycin a","210226564","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","rpp0 (saccharomyces cerevisiae s288c)","210133439","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","rpp0 (saccharomyces cerevisiae s288c)","210139985","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","rpp0 (saccharomyces cerevisiae s288c)","210172087","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","rpp0 (saccharomyces cerevisiae s288c)","210185226","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","spo77 (saccharomyces cerevisiae s288c)","210125861","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","spo77 (saccharomyces cerevisiae s288c)","210146205","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","nup2 (saccharomyces cerevisiae s288c)","210133960","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","nup2 (saccharomyces cerevisiae s288c)","210134265","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","nup2 (saccharomyces cerevisiae s288c)","210138487","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","nup2 (saccharomyces cerevisiae s288c)","210141805","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","nup2 (saccharomyces cerevisiae s288c)","210145686","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","sgd1 (saccharomyces cerevisiae s288c)","210115090","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","sgd1 (saccharomyces cerevisiae s288c)","210132724","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","sgd1 (saccharomyces cerevisiae s288c)","210134388","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","sgd1 (saccharomyces cerevisiae s288c)","210142497","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","enniatin","210207649","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","is adjacent to","enniatin","210241527","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","l-iditol","210181455","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","l-iditol","210231301","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210107086","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210125935","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210180554","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","trichothecin","210197231","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sulfometuron methyl","210117610","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sulfometuron methyl","210143214","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sulfometuron methyl","210192598","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sulfometuron methyl","210232564","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","concanamycin a","210155891","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","concanamycin a","210230744","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","rpp0 (saccharomyces cerevisiae s288c)","210143059","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","rpp0 (saccharomyces cerevisiae s288c)","210208660","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","spo77 (saccharomyces cerevisiae s288c)","210130613","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sgd1 (saccharomyces cerevisiae s288c)","210155780","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sorbitol (chembl1682)","210149679","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sorbitol (chembl1682)","210179554","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sorbitol (chembl1682)","210205613","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","is functionally related to","sorbitol (chembl1682)","210227875","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","affects","l-iditol","210133484","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","affects","l-iditol","210150837","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","affects","l-iditol","210169208","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","affects","l-iditol","210180208","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","affects","l-iditol","210221642","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210133370","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210145329","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","affects","trichothecin","210192611","11.1422"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sulfometuron methyl","171005718","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sulfometuron methyl","210122906","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sulfometuron methyl","210233569","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sulfometuron methyl","210234727","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","210123583","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","210132812","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","210196017","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","affects","concanamycin a","210208768","8.9712"
"vrp1 (saccharomyces cerevisiae s288c)","affects","rpp0 (saccharomyces cerevisiae s288c)","210134248","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","affects","rpp0 (saccharomyces cerevisiae s288c)","210178228","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","affects","spo77 (saccharomyces cerevisiae s288c)","210134236","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","affects","spo77 (saccharomyces cerevisiae s288c)","210165501","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","affects","nup2 (saccharomyces cerevisiae s288c)","210162984","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sgd1 (saccharomyces cerevisiae s288c)","210110003","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sorbitol (chembl1682)","210133278","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sorbitol (chembl1682)","210134119","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sorbitol (chembl1682)","210155844","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","affects","sorbitol (chembl1682)","210166813","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","affects","enniatin","210133429","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","affects","enniatin","210138778","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","affects","enniatin","210226542","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","sulfometuron methyl","210226805","8.9964"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","rpp0 (saccharomyces cerevisiae s288c)","210194344","9.9874"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","spo77 (saccharomyces cerevisiae s288c)","210147570","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","spo77 (saccharomyces cerevisiae s288c)","210187933","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","nup2 (saccharomyces cerevisiae s288c)","210209358","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","sgd1 (saccharomyces cerevisiae s288c)","171036496","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","sgd1 (saccharomyces cerevisiae s288c)","210104694","9.85"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant increases","enniatin","210208034","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","l-iditol","210106446","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","l-iditol","210175227","11.1882"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","spo77 (saccharomyces cerevisiae s288c)","171005710","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","spo77 (saccharomyces cerevisiae s288c)","210112174","8.7899"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","nup2 (saccharomyces cerevisiae s288c)","210133434","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","nup2 (saccharomyces cerevisiae s288c)","210188594","10.8235"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","sorbitol (chembl1682)","210188811","10.9788"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","enniatin","210189615","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","enniatin","210231577","10.9592"
"vrp1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","enniatin","210180624","10.9592"
"pgk1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210109785","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210207768","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210216831","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210217503","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210198631","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210222302","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210190532","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210214806","10.1979"
"pgk1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","210119670","10.1979"
"xdj1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210145396","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210149562","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210180714","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210210791","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210142531","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210226604","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210128405","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210141044","11.9216"
"xdj1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210122891","11.9216"
"hsp30 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210208053","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210220287","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210132423","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210174782","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210224987","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210125632","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210171479","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210186886","9.0871"
"hsp30 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210240134","9.0871"
"sam1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210133873","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210153900","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210156953","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210167898","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210220139","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210196166","9.5738"
"sam1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","210161439","9.5738"
